[    3491ms] [LOG] 🚀 Transcription bridge starting... @ http://127.0.0.1:8000/public/script.js:35
[    4298ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[    4300ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[    4313ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[    4315ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[    4323ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[    4348ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[    4396ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[    4401ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[    4409ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[    4413ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[    4419ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[   77095ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[   77103ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[   77130ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[   77136ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[   77142ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[   77145ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[   77168ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[   77180ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[   78160ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[   78167ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[   78173ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[   78179ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[   78193ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[   78199ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  291183ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:8000/ws/socket.io/?EIO=4&transport=polling&t=Pw2rlU5:0
[  291188ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  291191ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  292353ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:8000/ws/socket.io/?EIO=4&transport=polling&t=Pw2rlmO:0
[  292358ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  292364ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  296294ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:8000/ws/socket.io/?EIO=4&transport=polling&t=Pw2rmjz:0
[  296298ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  296301ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  301297ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:8000/ws/socket.io/?EIO=4&transport=polling&t=Pw2rny8:0
[  301302ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  301308ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  306301ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:8000/ws/socket.io/?EIO=4&transport=polling&t=Pw2rpAK:0
[  306306ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  306311ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  311304ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:8000/ws/socket.io/?EIO=4&transport=polling&t=Pw2rqOV:0
[  311308ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  311311ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  316329ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  316335ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  316347ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  316353ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  316359ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  316364ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  316371ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  316373ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  316401ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  316408ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  316414ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  316418ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  316424ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  316430ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  377270ms] [LOG] 🚀 Transcription bridge starting... @ http://127.0.0.1:8000/public/script.js:35
[  377270ms] [LOG] 🚀 Transcription bridge initialized (Robust Mode). Watching for .transcription-signal... @ http://127.0.0.1:8000/public/script.js:76
[  377820ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  377828ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  377857ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  378063ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  378065ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  378081ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  378083ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  378125ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  378127ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  378132ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  378134ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  378141ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  378143ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  378155ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  378164ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  378180ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  378184ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  378188ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  378195ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  378198ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  382877ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  382880ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  382893ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  382895ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  382900ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  382903ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  382938ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  382943ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  389331ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  389338ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  389342ms] [LOG] ✨ Signal detected in DOM! @ http://127.0.0.1:8000/public/script.js:50
[  389343ms] [LOG] 🎤 Transcription received: "Bonjour". Filling input field... @ http://127.0.0.1:8000/public/script.js:9
[  389345ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  389351ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  389355ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  389361ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  389365ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  389398ms] [LOG] 🎤 Transcription received: "Bonjour". Filling input field... @ http://127.0.0.1:8000/public/script.js:9
[  389598ms] [LOG] 🎤 Transcription received: "Bonjour". Filling input field... @ http://127.0.0.1:8000/public/script.js:9
[  390348ms] [LOG] 🎤 Transcription received: "Bonjour". Filling input field... @ http://127.0.0.1:8000/public/script.js:9
[  837375ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:8000/ws/socket.io/?EIO=4&transport=polling&t=Pw2tqqM:0
[  837382ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  837389ms] [WARNING] Skipped "*/*" because it is not a valid MIME type. Check https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types/Common_types for a list of valid MIME types. @ http://127.0.0.1:8000/assets/index-LFVFt-Wr.js:9207
[  838695ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:8000/ws/socket.io/?EIO=4&transport=polling&t=Pw2tr8_:0
